EMP_NO,EMP_NAME,BAND,NB_FROM,AGEING_BUCKET,ONSITE_OFFSHORE,Location,EXPERIENCE,ROLE_NAME,COUNTRY,Skills_from_iAspire,CERTIFIED_SKILLS,TRAINED_SKILLS,RECENT_SKILL,LANGUAGE_SKILL,ROLE_CLUSTER_NAME
8102,Employee8102,GROUP B2,02-01-2026,91-120 DAYS,OFFSHORE,CHENNAI,8Years 2Months,Test Engineer L3,INDIA,"API Testing(L2), Data Validation(L2), Data Verification(L2), Data Warehouse Software(L2), Databricks(L2), ETL Testing(L2), GitHub Copilot(L1), GitHub(L1), Jira(L2), Linux Commands(L2), Manual Testing(L2), Microsoft Excel(L2), Microsoft Power BI(L2), MongoDB(L2), Oracle Database(L1), PL/SQL Oracle(L2), Postman(L2), Programming(L1), QA(L1), Qtest(L2), Querysurge(L2), REST API(L1), Scripting(L1), Shell Scripting(L1), Software Testing(L1), SQL Server Management Studio(L2), SQL(L2), Technical Proficiency(L1), Testing(L1), Tricentis Tosca(L1), Unix Shell Scripting(L1), Verification Testing(L1)","BEHAVIORAL DRIVEN DEVELOPMENT TESTING(L1),CERTIFIED PROFESSIONAL - SELENIUM AUTOMATION TESTING(L2),CORE JAVA(L2),ENGLISH LANGUAGE(L1),INSURANCE TESTING(L3),PL-SQL(L1),SDET(L1),SELENIUM(L1),SELENIUM(L2),TALEND DI(L1),UNIX SHELL SCRIPTING(L1)","API Automation Testing(),API Automation Testing(),Amazon Web Services - AWS(L1),Amazon Web Services - AWS(L1),Amazon Web Services - AWS(L1),Amazon Web Services - AWS(L1),Amazon Web Services - AWS(L1),Amazon Web Services - AWS(L1),Appium(),Appium(),Behavioral Driven Development Testing(L1),Core Java(L2),Insurance Testing(L3),Oracle SQL(),PL-SQL(L1),SDET(L1),Selenium(),Selenium(),Selenium(L1),Selenium(L2),Talend DI(L1),Unix Shell Scripting(L1),WEGA for AI(L0)","AUTOMATION TESTING(BPM),CORE JAVA,DB2 SQL,SELENIUM,UNIX SHELL SCRIPTING",,Test Automation Engineer Java Selenium - L3
8103,Employee8103,WILP,30-03-2026,16-30 DAYS,OFFSHORE,HYDERABAD,0Years 0Months,Administrator L1,INDIA,"C(L3), Computer Networking(L3), CSS(L4), Data Structures(L3), HTML(L4), Java(L3), JavaScript(L4), Operating Systems(L4), Python(L4), SQL(L4)",,,,,
8104,Employee8104,GROUP B2,02-01-2026,91-120 DAYS,OFFSHORE,CHENNAI,8Years 1Months,Test Engineer L3,INDIA,"Agile Methodologies(L1), API Testing(L1), End to End Testing(L1), Initial Training on Testing, Manual Testing(L1), Postman Testing(L1), Regression Testing(L1), SAP GrC Access Control(L1), SAP Security and GrC, SAP Security(L1), Test Cases(L1), Testing(L1)","AWS CLOUD OPERATIONS(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),INSURANCE TESTING(L1),SAP BASIS HANA ADMIN(L1),SAP BASIS UPGRADE(L1),SELENIUM(L1),SELENIUM(L2),TEST AUTOMATION(L1)","AWS Cloud Operations(L1),Generative AI(L1),Insurance Testing(L1),SAP Basis HANA Admin(L1),SAP Basis Upgrade(L1),SAP Security(),Selenium(L1),Selenium(L2),Test Automation(L1),WEGA for AI(L0),WEGA for AI(L2)",,,Test Automation Engineer Java Selenium - L3
8105,Employee8105,WILP,30-03-2026,16-30 DAYS,OFFSHORE,COIMBATORE,0Years 0Months,Administrator L1,INDIA,,,,,,
8106,Employee8106,GROUP B2,18-04-2026,8-15 DAYS,OFFSHORE,GURUGRAM,8Years 11Months,Test Engineer L3,INDIA,"Functional Testing(L3), Java(L1), Jira Software(L2), Selenium Automation, Testing(L3), TOSCA Testsuite - Test Automation(L2)",GENERATIVE AI(L1),"API Automation Testing(),Generative AI(L1),NA(NA),Selenium(),WEGA for AI(L0)",,,Test Automation Engineer Java Selenium - L3
8107,Employee8107,WILP,30-03-2026,16-30 DAYS,OFFSHORE,PUNE,0Years 0Months,Administrator L1,INDIA,"Data Visualization(L3), Python(L4), SQL(L3), Web Development(L3)",,,,,
8108,Employee8108,WILP,30-03-2026,16-30 DAYS,OFFSHORE,HYDERABAD,0Years 0Months,Administrator L1,INDIA,,,,,,
8109,Employee8109,WILP,30-03-2026,16-30 DAYS,OFFSHORE,BENGALURU,0Years 0Months,Administrator L1,INDIA,"Bengali(L5), C Language(L4), C Programming, C++, Cloud Data Center, Cloud Services(L5), Computer Applications(L3), Core Java(L3), Cross Functional Skills(L3), CSS(L4), Data Analysis, Data Structures, Dbms, English(L5), General Management, Hindi Language(L5), HTML Editor, HTML(L3), Inventory Framework(L3), JavaScript(L3), Language(L4), Management(L4), Problem Solving(L4), Python, Records Tracking(L4), Service Desk Management, Systems Management(L3), Teamwork(L5), Technology (Alight It)(L5), Web Development(L4), Windows Server Administration",,AMAZON WEB SERVICES - AWS(L1),,,
8110,Employee8110,WILP,25-04-2026,0-7 DAYS,OFFSHORE,KOCHI,0Years 0Months,Administrator L1,INDIA,,,,,,
8111,Employee8111,WILP,30-03-2026,16-30 DAYS,OFFSHORE,BENGALURU,0Years 0Months,Administrator L1,INDIA,"Active Directory(L1), Administration, Artificial Intelligence(L1), Backup and Recovery(L1), Cloud Computing, Cloud(L1), Clustering(L1), Computer Applications(L1), CRUD(L1), Database, Database Administration(L1), Dynamic Host Configuration Protocol(L1), Failover Clustering(L1), Failover(L1), File Management(L1), File Sharing(L1), High Availability(L1), Hyper-V(L1), Hypervisor(L1), Incident Handling(L1), Information Technology, Information Technology Management, Infrastructure, IT Infrastructure(L1), ITIL(L1), Java, Jira(L1), Linux, Linux Administration, Linux Commands(L1), Management, Microsoft Access, Microsoft Azure(L1), Microsoft Windows Administration(L1), Middleware(L1), Monitoring, Networking, Networking Basics, Operating Systems(L1), Operations, Remote Access Solutions, Remote Access(L1), Security, Solutioning, SQL, SQL Database, SSH(L1), Storage Area Networks, Storage(L1), Support, System Administration(L1), Technical Support(L1), Technology Management(L1), Testing, Testing Documentation, Training, Troubleshooting(L1), Unix Admin(L1), User Management, Virtualization(L1), VMware Software(L1), Vmware Virtual Machine(L1), Windows Server Administration(L1), Workflow(L1)",,,,,
8112,Employee8112,GROUP B2,05-01-2026,91-120 DAYS,OFFSHORE,HYDERABAD,5Years 3Months,Test Engineer L3,INDIA,"Agile Methodologies, API Testing, Application Testing/Programming(L3), BDD(L3), Java, Jenkins(L2), Jira(L2), Manual Testing(L4), Pom(L3), Quality Assurance, Regression Testing, Selenium Automation Framework(L3), Selenium WebDriver, Software Quality Assurance, SQL, Tdd(L3), Test Automation, Test Cases, Test Planning, Testing",,"WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3)",,,Test Automation Engineer Java Selenium - L3
8113,Employee8113,WILP,30-03-2026,16-30 DAYS,OFFSHORE,HYDERABAD,0Years 0Months,Administrator L1,INDIA,"Basics of Java(L2), C Programming(L2), Communication(L3), CSS(L2), Database Management System(L2), HTML(L2), JavaScript(L2), Microsoft Word(L2), Python(L2), SQL(L2), Teamwork(L2), Time Management(L2)",,,,,
8114,Employee8114,WILP,30-03-2026,16-30 DAYS,OFFSHORE,COIMBATORE,0Years 0Months,Administrator L1,INDIA,"Analysis, Analyzer Software, Cleaning(L3), Communication(L2), Computer Applications(L3), Data Analysis(L2), Data Cleaning(L2), Database(L2), Finishing, Management(L1), Microsoft Excel(L3), Microsoft PowerPoint(L3), Microsoft Word(L3), Prediction(L3), Problem Solving, Programming(L2), Python(L2), SQL Database(L2), SQL(L2), Visualization(L2)",,,,,
8115,Employee8115,WILP,30-03-2026,16-30 DAYS,OFFSHORE,BENGALURU,0Years 0Months,Administrator L1,INDIA,"Advanced Excel(L5), AWZ Asure(L4), Computer Networking(L5), Cooperative Communication(L5), CSS(L5), Dashboards(L5), Data Analysis Tools(L4), Data Visualization(L4), DHCP Configuration(L5), HTML 5(L5), Linux Server Configuration(L5), Numpy(L4), Pandas(L4), PHP(L4), Power Bi(L4), Presentation Skills(L5), Python(L4), RDBMS(L4), SQL(L5), Virtualization(L4), Windows Server(L5)",,,,,
8116,Employee8116,TEAMRBOW,19-12-2025,121-180 DAYS,OFFSHORE,HYDERABAD,0Years 4Months,Developer L1,INDIA,"Agile-Scrum(L3), AWS(L2), Bootstrap(L2), Coding - Programming(L3), CSS(L3), Full Stack Development(L3), HTML(L3), Java(L3), JDBC - Java Database Connectivity(L3), JSP Servlets(L3), Microservices(L3), MySQL Workbench(L4), Project Delivery(L3), Python(L5), Spring Boot(L3), Spring Security(L3), SQL(L3)",ENGLISH LANGUAGE(L1),"CONGA CLM(L1),CONGA CPQ(L1),NA(NA),SALESFORCE ADMINISTRATION(L1),SALESFORCE ADMINISTRATION(L1),SALESFORCE LIGHTNING COMPONENTS(L1),SALESFORCE LIGHTNING COMPONENTS(L1),WEGA for AI(L2),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3)",,,DEVELOPER CONGA CPQ - CLM - L1
8117,Employee8117,GROUP B3,15-04-2026,8-15 DAYS,OFFSHORE,PUNE,9Years 0Months,Developer L4,INDIA,,,,,,
8118,Employee8118,WILP,30-03-2026,16-30 DAYS,OFFSHORE,COIMBATORE,0Years 0Months,Administrator L1,INDIA,"Basic Python(L2), Cloud Computing(L4), Communication(L4), Creative Teamwork(L4), CSS(L3), Dbms(L4), HTML(L4), JavaScript(L3), Linux(L4), MySQL(L4), Networking(L4), RDBMS(L3), SQL(L2), Virtualization(L4)",,,,,
8119,Employee8119,TEAMRBOW,19-12-2025,121-180 DAYS,OFFSHORE,HYDERABAD,0Years 4Months,Developer L1,INDIA,"Bootstrap Flexbox(L4), CSS(L4), HTML(L4), Java Full Stack Development(L4), JDBC - Java Database Connectivity(L4), JSP Servlets, Microservices(L3), MySQL(L4), SQL(L5)",ENGLISH LANGUAGE(L1),"NA(NA),NA(NA),NA(NA),NA(NA),SALESFORCE ADMINISTRATION(L1),SALESFORCE LIGHTNING COMPONENTS(L1),WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3)",,,DEVELOPER CONGA CPQ - CLM - L1
8120,Employee8120,WILP,30-03-2026,16-30 DAYS,OFFSHORE,HYDERABAD,0Years 0Months,Administrator L1,INDIA,"CSS(L3), HTML(L3), Hyper-V(L4), Java(L4), Microsoft Office(L3), Microsoft Word(L3), MySQL Workbench(L4), MySQL(L4), Oracle Database(L4), SQL(L4), Vmware Virtualization(L4)",,,,,
8121,Employee8121,TEAMRBOW,19-12-2025,91-120 DAYS,OFFSHORE,HYDERABAD,0Years 4Months,Developer L1,INDIA,"Agile-Scrum(L2), Amazon Web Services (AWS), C++, Cloud Security(L3), Code Review, Coding - Programming(L3), CSS(L3), Cyber Security(L3), Cybersecurity(L4), Data Security(L3), Data Storage(L3), Eclipse, Encryption, Express.js(L2), Frontend Development(L3), GitHub, HTML 5(L3), Java Development(L4), Java Full Stack Development(L4), Java Spring, JavaScript, JDBC - Java Database Connectivity(L3), JSP Servlets(L3), Linux, Microservices(L3), Microsoft Office, MySQL DB(L4), Postman Software(L3), Project Delivery(L2), REST API(L3), Spring, Spring Boot(L3), Spring Security(L3), User Interface(L2), Visual Studio Code, Web Application(L3), Web Development, Wireshark","AWS GEN AI(L1),ENGLISH LANGUAGE(L1)","AMAZON WEB SERVICES - AWS(L1),AWS Gen AI(L1),CONGA CLM(L1),CONGA CPQ(L1),English Language(L1),NA(NA),NA(NA),NA(NA),NA(NA),SALESFORCE ADMINISTRATION(L1),SALESFORCE ADMINISTRATION(L1),SALESFORCE LIGHTNING COMPONENTS(L1),SALESFORCE LIGHTNING COMPONENTS(L1),WEGA for AI(L2),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3)",,,DEVELOPER CONGA CPQ - CLM - L1
8122,Employee8122,WILP,30-03-2026,16-30 DAYS,OFFSHORE,BENGALURU,0Years 0Months,Administrator L1,INDIA,"Azure Cloud Services(L1), Cloud Services(L2), Computer Networking(L2), HTML(L2), Information Technology Project Management(L2), Java(L3), Microsoft Excel(L3), Operating System(L3), Python(L4), SQL(L2)",,,,,
8123,Employee8123,TEAMRBOW,19-12-2025,121-180 DAYS,OFFSHORE,HYDERABAD,0Years 4Months,Developer L1,INDIA,"Computer Networking, CSS(L4), Figma(L2), HTML(L4), Internet of Things (IoT)(L4), Linux(L2), Powerbi(L2), Python(L2), SQL(L3), Web Development(L4)",ENGLISH LANGUAGE(L1),"CONGA CLM(L1),CONGA CPQ(L1),NA(NA),NA(NA),NA(NA),SALESFORCE ADMINISTRATION(L1),SALESFORCE ADMINISTRATION(L1),SALESFORCE LIGHTNING COMPONENTS(L1),SALESFORCE LIGHTNING COMPONENTS(L1),WEGA for AI(L0),WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L3),WEGA for AI(L3)",,,DEVELOPER CONGA CPQ - CLM - L1
8124,Employee8124,WILP,30-03-2026,16-30 DAYS,OFFSHORE,HYDERABAD,0Years 0Months,Administrator L1,INDIA,"Administration(L1), Amazon Web Services (AWS)(L1), Canva(L2), Cloud Computing(L1), Communication(L2), Computing(L2), CSS(L3), Data Center Operations(L1), Database(L1), Dynamic Host Configuration Protocol(L1), Engineering(L1), HTML(L2), Hyper-V(L1), Information Technology(L1), JavaScript(L1), Language Skills(L3), Linux(L1), Management(L2), Microsoft Azure(L1), Microsoft Excel(L2), MySQL(L1), Networking(L1), Operating Systems(L1), Operations(L1), Organizing(L2), Point Clouds(L1), Python(L1), Software Engineering(L1), Stacks(L1), System Administration(L1), Technical Proficiency(L1), Virtualization(L1), Visual Studio Code(L3), Vmware Virtualization(L1), Web Technologies(L2), Windows Operating System(L2)",,,,,
8125,Employee8125,TEAMRBOW,19-12-2025,91-120 DAYS,OFFSHORE,HYDERABAD,0Years 4Months,Developer L1,INDIA,"C(L2), C++(L2), Coding - Programming(L2), Compilers(L2), Core Java(L2), Debugging(L2), J2ee Web Services(L2), Java Database Connectivity(L2), Java Full Stack Development(L2), Java(L2), Microsoft Office(L2), MySQL(L2), Problem Solving(L2), Project Delivery(L1), Software Development(L2), Web Applications(L2), Web Development(L2)","AWS GEN AI(L1),ENGLISH LANGUAGE(L1)","AWS Gen AI(L1),CONGA CLM(L1),CONGA CPQ(L1),English Language(L1),NA(NA),NA(NA),NA(NA),NA(NA),NA(NA),SALESFORCE ADMINISTRATION(L1),SALESFORCE ADMINISTRATION(L1),SALESFORCE LIGHTNING COMPONENTS(L1),SALESFORCE LIGHTNING COMPONENTS(L1),WEGA for AI(L2),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3)",,,DEVELOPER CONGA CPQ - CLM - L1
8126,Employee8126,WILP,30-03-2026,16-30 DAYS,OFFSHORE,BENGALURU,0Years 0Months,Administrator L1,INDIA,"Critical Thinking(L4), Data Analysis(L4), Data Analytics(L3), Data Cleaning(L3), Data Visualization(L4), ETL(L3), Incident Management(L3), Listening Skills(L4), Microsoft Excel(L5), Microsoft Outlook(L4), Microsoft PowerPoint(L5), Microsoft Word(L5), MySQL(L3), Power Bi(L3), Problem Solving(L2), Python(L4), SDLC(L4), Sourcing(L4), Teamwork(L5), Time Management(L5), Trend Analysis(L2), Waterfall Model(L3)",,,,,
8127,Employee8127,TEAMRBOW,19-12-2025,121-180 DAYS,OFFSHORE,HYDERABAD,0Years 4Months,Developer L1,INDIA,"Adaptability(L5), Agile Methodologies(L5), Agile-Scrum(L5), Bootstrap(L4), Coding - Programming(L4), Communication(L5), CSS3(L4), Debugging(L4), Eureka(L5), Exception Handling(L4), Git(L5), HTML5(L4), Java Script(L4), Java(L5), JWT(L5), Microservices Architecture(L4), Microservices(L5), OOPS Concepts(L5), Planning(L4), Postman(L5), Problem Solving(L5), Project Delivery(L5), REST API(L5), Salesforce CRM(L5), Salesforce Platform(L5), Salesforce Process Automation(L5), Salesforce(L5), SDLC Basics(L4), Spring Boot(L5), Spring MVC(L4), Spring(L5), SQL(L5), Teamwork(L5), Web Development(L3)",,"CONGA CLM(L1),CONGA CPQ(L1),NA(NA),NA(NA),SALESFORCE ADMINISTRATION(L1),SALESFORCE ADMINISTRATION(L1),SALESFORCE LIGHTNING COMPONENTS(L1),SALESFORCE LIGHTNING COMPONENTS(L1),WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3)",,,DEVELOPER CONGA CPQ - CLM - L1
8128,Employee8128,GROUP B3,20-04-2026,0-7 DAYS,OFFSHORE,PUNE,9Years 1Months,Technical Lead L1,INDIA,,,,,,
8129,Employee8129,WILP,30-03-2026,16-30 DAYS,OFFSHORE,HYDERABAD,0Years 0Months,Administrator L1,INDIA,"ADO.NET(L1), ASP.NET(L1), C#(L1), Core Java(L2), CSS(L1), English(L2), HTML(L1), JavaScript(L1), Microsoft SQL Server(L1), Rest API Development(L1), Spring Boot(L1), Visual Studio(L2)",,,,,
8130,Employee8130,GROUP B2,22-04-2026,0-7 DAYS,OFFSHORE,BENGALURU,5Years 0Months,DevOps Engineer L3,INDIA,,,,,,
8131,Employee8131,WILP,30-03-2026,16-30 DAYS,OFFSHORE,COIMBATORE,0Years 0Months,Administrator L1,INDIA,"Adaptability(L5), C(L3), Communication(L4), CSS(L1), Fast Learner(L4), HTML(L4), Java(L4), Leadership(L5), Mern(L2), Team Management(L5)",,,,,
8132,Employee8132,WILP,30-03-2026,16-30 DAYS,OFFSHORE,BENGALURU,0Years 0Months,Administrator L1,INDIA,"Active Directory(L2), Azure Cloud Services, Backup Administration(L2), Cloud Security, Data Backup and Recovery, Datacenter Management, DNS Administration(L2), Firewalls(L2), IPv4 and IPv6(L2), Java/J2ee(L2), Linux Administration(L2), Microsoft Active Directory(L2), Microsoft Power BI(L1), Middleware(L2), MySQL(L2), Network Analysis(L2), Networking(L2), Nmap, Unix Security Administration(L2), Virtualization, Web Development(L2), Windows Server Administration(L2)",,"WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L3)",,,
8133,Employee8133,GROUP B2,07-01-2026,16-30 DAYS,OFFSHORE,HYDERABAD,4Years 6Months,Test Engineer L3,INDIA,"Agile Methodologies(L5), Agile(L5), API(L5), Attention to Detail(L4), Automation Solutions(L5), Automation(L5), Banking(L5), Big Data Testing(L5), Collaboration(L4), Communication(L5), Cross Functional Skills(L4), Data Management(L5), Database Technologies(L4), Database(L5), Defect Tracking(L5), Design Execution(L4), Design(L5), Early Intervention(L4), Efficiency(L5), End to End Testing(L5), Executive Management(L4), Identification(L5), Jira(L5), Management, Manual Testing(L5), Payment Systems(L5), Payments(L5), Problem Solving(L5), Quality Framework(L5), Regression Testing(L5), Reporting(L5), Risk Based Testing(L5), Routers(L4), SAP GUI(L4), SAP HANA(L4), SAP MM(L4), SAP Modules(L4), SAP(L4), Scratch Programming(L4), Software Testing Life Cycle(L5), Solutioning(L4), SQL(L5), Teamwork(L5), Test Automation(L5), Test Case Design(L5), Test Data Management(L5), Test Design(L5), Test Execution(L5), Test Management Tools(L5), Test Management(L5), Test Planning(L5), Testing(L5), Tool Management(L4), TOSCA Automation(L5), Tricentis Tosca(L5), Troubleshooting(L5), User Interface(L5)","BANKING TESTING(L3),ENGLISH LANGUAGE(L1),INSURANCE TESTING(L2),RETAIL APP TESTING(L2),SFDC TESTING(L2),TOSCA TESTSUITE - TEST AUTOMATION(L2)","Banking Testing(L3),Effective Communication(),Insurance Testing(L2),NA(NA),Retail App Testing(L2),SFDC Testing(L2),TOSCA DI(),TOSCA DI(L1),Tosca Orchestrate Service Virtualization(),Tosca Orchestrate Service Virtualization(L1),Tosca Testsuite - Test Automation(),Tosca Testsuite - Test Automation(L1),Tosca Testsuite - Test Automation(L2)",,,TEST AUTOMATION ENGINEER TOSCA SFDC - L3
8134,Employee8134,WILP,30-03-2026,16-30 DAYS,OFFSHORE,BENGALURU,0Years 0Months,Administrator L1,INDIA,"Active Directory Administration(L2), Active Directory(L2), Backup and Recovery Testing(L2), Bootstrap(L2), C(L2), C++(L2), CSS(L2), Data Backup and Recovery(L2), Data Center Operations(L2), Database(L2), Datacenter(L2), Dbms(L2), Disk Management(L2), DNS(L2), Flutter(L2), Group Policy Management(L2), Growth Management(L2), HTML(L2), IPv4(L2), IPv6 Security(L2), Java(L2), Linux(L2), Middleware Software(L2), MySQL(L2), Network Load Balancing(L2), Network Security Firewall(L2), Network Security(L2), Networking(L2), Problem Solving(L2), Python(L2), Testing(L2), Unix Security Administration(L2)",,,,,
8135,Employee8135,WILP,30-03-2026,16-30 DAYS,OFFSHORE,BENGALURU,0Years 0Months,Administrator L1,INDIA,"Adaptability(L5), Artificial Intelligence(L4), Bootstrap(L4), Business English(L4), C(L5), C++(L4), Communication(L5), CSS(L3), Eclipse IDE(L3), GitHub(L4), Google Docs(L5), Hibernate (Basics)(L2), HTML(L3), Java Swing(L5), Java(L4), JavaScript(L4), Leadership(L5), Microsoft Excel(L5), MySQL(L4), Powerpoint(L5), Problem Solving(L5), Spring Boot (Basics)(L2), Teamwork(L5), Time Management(L5), Visual Studio Code(L3)",,,,,
8136,Employee8136,GROUP B3,20-04-2026,0-7 DAYS,OFFSHORE,HYDERABAD,9Years 5Months,Technical Lead L1,INDIA,"Agile, Agile Methodologies, Agile Scrum, Agile SDLC, AJAX, Analysis, AngularJS, Apache Kafka, Apache Maven, API, Application Development, Application Lifecycle Management, Architecture, Artificial Intelligence, Authentication, Authentication and Authorization, Authoring Software, Boosting, Bounce Rate, Computer Science, Core Java, CSS, Data Operations, Data Services, Database, Deployment Support, Digital Sales, Document Management, Eclipse, E-commerce, Generative AI, Gradle, Grooming, Group Processes, Health Monitoring, HP ALM, HTML, Integration Framework, IntelliJ, IntelliJ IDEA, ITSM Framework, J2ee, Java Spring, JavaScript, Jira, Kibana, Management, Messaging, Messaging Systems, Metadata Management, Microservices, Microservices Architecture, Microsoft Access, Middleware, Monitoring, MuleSoft, Multithreading, MySQL, Operations, Optimization Software, Planning, Portal Framework, Programming, Programming Principles, Project Lifecycles, QA, React JS, Reactive Programming, Requirements Analysis, REST API, RESTful Services, RESTful Web Services, Sales, Scalability, Scrum, SDLC, Search, Security, Spring, Spring Boot, Spring Security, Spring Web Services, Stacks, Support, Teamwork, Technical Planning, Technical Proficiency, Technology (Alight It), Telecommunications, Test Development, Testing, Tomcat7, Transformation, User Interface, Visual Studio, Visual Studio Code, Web Services, Web Technologies, Workflow",,,,,
